OBJECTID_12,OBJECTID_1,OBJECTID,DISTRICT,DISTNAME,CAMPUS,CAMPNAME,STREET_MAI,CITY_MAIL,ZIP_MAIL,CITY,ZIP,CNTYNAME,REGION,GRADERANGE,GRADEGRP,VERIFY,INSTR_TYPE,STREET_M_1,ADJUST,Shape
1059,1059,7026,101912,HOUSTON ISD,101912354,GABRIELA MISTRAL CENTER FOR EARLY CHILDHOO,6203 JESSAMINE,HOUSTON,77081,HOUSTON,77081,HARRIS COUNTY,4,EE PK,1,1,REGULAR INSTRUCTIONAL,6203 JESSAMINE,Y,1059
1060,1060,7027,101912,HOUSTON ISD,101912359,JOE E MORENO ELEMENTARY,620 E CANINO,HOUSTON,77037,HOUSTON,77037,HARRIS COUNTY,4,PK KG 01 02 03 04 05,1,0,REGULAR INSTRUCTIONAL,620 E CANINO,Y,1060
1061,1061,7028,101912,HOUSTON ISD,101912395,JEAN HINES-CALDWELL,4040 W FUQUA ST,HOUSTON,77045,HOUSTON,77045,HARRIS COUNTY,4,PK KG 01 02 03 04 05,1,1,REGULAR INSTRUCTIONAL,4040 W FUQUA ST,Y,1061
1062,1062,7029,101914,KATY ISD,101914010,SEVEN LAKES HIGH SCHOOL,9251 S FRY RD,KATY,77494,KATY,77494,HARRIS COUNTY,4,09 10 11 12,4,1,REGULAR INSTRUCTIONAL,9251 S FRY RD,Y,1062
1063,1063,7030,101915,KLEIN ISD,101915123,METZLER EL,8500 W RAYFORD RD,SPRING,77389,SPRING,77389,HARRIS COUNTY,4,EE PK KG 01 02 03 04 05,1,0,REGULAR INSTRUCTIONAL,8500 W RAYFORD RD,Y,1063
1064,1064,7031,101919,SPRING ISD,101919119,CHET BURCHETT E S,16717 ELLA BLVD,HOUSTON,77090,SPRING,77373,HARRIS COUNTY,4,EE PK KG 01 02 03 04 05,1,1,REGULAR INSTRUCTIONAL,16717 ELLA BLVD,Y,1064
1065,1065,7032,101919,SPRING ISD,101919120,MILTON COOPER E S,16717 ELLA BLVD,HOUSTON,77090,HOUSTON,77073,HARRIS COUNTY,4,EE PK KG 01 02 03 04 05,1,0,REGULAR INSTRUCTIONAL,16717 ELLA BLVD,Y,1065
1066,1066,7053,170801,TEXAS SERENITY ACADEMY,170801003,TEXAS SERENITY ACADEMY,530 N SAM HOUSTON PKWY STE 213,HOUSTON,77060,HOUSTON,77037,MONTGOMERY COUNTY,6,KG 01 02 03 04 05 06 07 08 09 10 11 12,5,1,CHARTER/ALTERNATIVE INSTRUCTIO,530 N SAM HOUSTON PKWY STE 213,Y,1066
1067,1067,7054,170902,CONROE ISD,170902014,THE WOODLANDS COLLEGE PARK HS,3701 COLLEGE PARK DR,THE WOODLANDS,77384,THE WOODLANDS,77384,MONTGOMERY COUNTY,6,09 10 11 12,4,0,REGULAR INSTRUCTIONAL,3701 COLLEGE PARK DR,Y,1067
1068,1068,7055,170902,CONROE ISD,170902074,DERETCHIN EL,11000 MERIT OAKS DR,THE WOODLANDS,77382,THE WOODLANDS,77382,MONTGOMERY COUNTY,6,KG 01 02 03 04 05 06,1,1,REGULAR INSTRUCTIONAL,11000 MERIT OAKS DR,Y,1068
1069,1069,7056,170902,CONROE ISD,170902125,KAUFMAN ELEMENTARY,31202 ALDINE WESTFIELD RD,SPRING,77386,SPRING,77386,MONTGOMERY COUNTY,6,EE PK KG 01 02 03 04 05 06,1,1,REGULAR INSTRUCTIONAL,31202 ALDINE WESTFIELD RD,Y,1069
1070,1070,7057,170906,MAGNOLIA ISD,170906108,TOM R ELLISOR EL,33040 EGYPT LN,MAGNOLIA,77534,MAGNOLIA,77354,MONTGOMERY COUNTY,6,EE PK KG 01 02 03 04 05,1,1,REGULAR INSTRUCTIONAL,33040 EGYPT LN,Y,1070
1071,1071,7101,20901,ALVIN ISD,20901002,MANVEL HS,301 E HOUSE ST,ALVIN,77511,MANVEL,77578,BRAZORIA COUNTY,4,09 10,4,0,REGULAR INSTRUCTIONAL,301 E HOUSE ST,Y,1071
1072,1072,7102,20908,PEARLAND ISD,20908112,MASSEY RANCH EL,3900 MANVEL RD,PEARLAND,77584,PEARLAND,77584,BRAZORIA COUNTY,4,EE PK KG 01 02 03 04,1,0,REGULAR INSTRUCTIONAL,3900 MANVEL RD,Y,1072
1073,1073,7151,20901,ALVIN ISD,20901005,ASSETS,301 E HOUSE ST,ALVIN,77511,ALVIN,77511,BRAZORIA COUNTY,4,07 08 09 10 11 12,4,0,REGULAR INSTRUCTIONAL,301 E HOUSE ST,Y,1073
1074,1074,7152,20901,ALVIN ISD,20901111,MARY BURKS MAREK EL,301 E HOUSE ST,ALVIN,77511,PEARLAND,77584,BRAZORIA COUNTY,4,PK KG 01 02 03 04 05 06,1,0,REGULAR INSTRUCTIONAL,301 E HOUSE ST,Y,1074
1075,1075,7153,21803,BRAZOS SCHOOL FOR INQUIRY & CREATI,21803102,BSIC GANO STREET,4637 GANO ST,HOUSTON,77009,HOUSTON,77009,BRAZOS COUNTY,6,PK KG 01 02 03 04 05 06 07 08,1,0,CHARTER/REGULAR INSTRUCTIONAL,4637 GANO ST,Y,1075
1076,1076,7154,21803,BRAZOS SCHOOL FOR INQUIRY & CREATI,21803103,BSIC HOUSTON-ROSSLYN,8787 N HOUSTON ROSSLYN,HOUSTON,77088,HOUSTON,77088,BRAZOS COUNTY,6,PK KG 01 02 03 04 05 06,1,0,CHARTER/REGULAR INSTRUCTIONAL,8787 N HOUSTON ROSSLYN,Y,1076
1077,1077,7155,21803,BRAZOS SCHOOL FOR INQUIRY & CREATI,21803104,BSIC YORK STREET,301 YORK ST,HOUSTON,77003,HOUSTON,77014,BRAZOS COUNTY,6,PK KG 01 02 03 04 05 06 07 08,1,0,CHARTER/REGULAR INSTRUCTIONAL,301 YORK ST,Y,1077
1078,1078,7189,170902,CONROE ISD,170902078,BOZMAN INT,3205 W DAVIS,CONROE,77302,CONROE,77304,MONTGOMERY COUNTY,6,MIDDLE SCHOOL,2,0,REGULAR INSTRUCTIONAL,3205 W DAVIS,Y,1078
1079,1079,7205,46802,TRINITY CHARTER SCHOOL,46802004,TRINITY CHARTER SCHOOL,5638 MEDICAL CENTER DR,KATY,77494,KATY,77494,COMAL COUNTY,13,01 02 03 04 05 06 07 08 09 10 11 12,5,0,CHARTER/ALTERNATIVE INSTRUCTIO,5638 MEDICAL CENTER DR,Y,1079
1080,1080,7222,79907,FORT BEND ISD,79907142,SCANLAN OAKS ELEMENTARY,16431 LEXINGTON BLVD,SUGAR LAND,77479,MISSOURI CITY,77459,FORT BEND COUNTY,4,EE PK KG 01 02 03 04 05,1,0,REGULAR INSTRUCTIONAL,16431 LEXINGTON BLVD,Y,1080
1081,1081,7225,101000,HARRIS COUNTY DEPT OF ED,101000001,HIGHPOINT NORTH CAMPUS,11902 SPEARS RD,HOUSTON,77067,HOUSTON,77067,HARRIS COUNTY,4,09 10 11 12,4,0,ALTERNATIVE INSTRUCTIONAL,11902 SPEARS RD,Y,1081
1082,1082,7226,101000,HARRIS COUNTY DEPT OF ED,101000002,HIGHPOINT EAST CAMPUS,8003 E SAM HOUSTON PKWY N,HOUSTON,77049,HOUSTON,77049,HARRIS COUNTY,4,09 10 11 12,4,0,ALTERNATIVE INSTRUCTIONAL,8003 E SAM HOUSTON PKWY N,Y,1082
1083,1083,7227,101000,HARRIS COUNTY DEPT OF ED,101000003,ACADEMIC BEHAVIOR CTR EAST,7703 S LOOP E,HOUSTON,77012,HOUSTON,77012,HARRIS COUNTY,4,09 10 11 12,4,0,ALTERNATIVE INSTRUCTIONAL,7703 S LOOP E,Y,1083
1084,1084,7228,101000,HARRIS COUNTY DEPT OF ED,101000004,ACADEMIC BEHAVIOR CTR WEST,7800 WESTGLEN,HOUSTON,77063,HOUSTON,77063,HARRIS COUNTY,4,09 10 11 12,4,1,ALTERNATIVE INSTRUCTIONAL,7800 WESTGLEN,Y,1084
1085,1085,7229,101000,HARRIS COUNTY DEPT OF ED,101000005,ACADEMIC BEHAVIOR CTR NE,8003 E SAM HOUSTON PKWY N,HOUSTON,77049,HOUSTON,77049,HARRIS COUNTY,4,09 10 11 12,4,0,ALTERNATIVE INSTRUCTIONAL,8003 E SAM HOUSTON PKWY N,Y,1085
1086,1086,7230,101000,HARRIS COUNTY DEPT OF ED,101000006,ZENITH PROJECT,11902 SPEARS RD,HOUSTON,77067,HOUSTON,77067,HARRIS COUNTY,4,09 10 11 12,4,0,ALTERNATIVE INSTRUCTIONAL,11902 SPEARS RD,Y,1086
1087,1087,7231,101809,BAY AREA CHARTER SCHOOL,101809041,BAY AREA CHARTER MS,P O BOX 2126,LEAGUE CITY,77573,LEAGUE CITY,77573,HARRIS COUNTY,4,06 07 08,2,0,CHARTER/REGULAR INSTRUCTIONAL,P O BOX 2126,Y,1087
1088,1088,7232,101838,SOUTHWEST SCHOOL,101838101,YOUNG LEARNERS,3333 BERING DR STE 200,HOUSTON,77057,HOUSTON,77072,HARRIS COUNTY,4,PK,1,0,CHARTER/ALTERNATIVE INSTRUCTIO,3333 BERING DR STE 200,Y,1088
1089,1089,7234,101849,ACCELERATED INTERMEDIATE ACADEMY,101849101,ACCELERATED INTERDISCIPLINARY ACAD,P O BOX 20589,HOUSTON,77225,HOUSTON,77085,HARRIS COUNTY,4,PK KG 01 02 03 04 05,1,0,CHARTER/REGULAR INSTRUCTIONAL,P O BOX 20589,Y,1089
1090,1090,7236,101853,RIPLEY HOUSE CHARTER SCHOOL,101853104,NCI CHARTER SCHOOL WITHOUT WALLS,4410 NAVIGATION,HOUSTON,77011,HOUSTON,77074,HARRIS COUNTY,4,PK,1,0,CHARTER/REGULAR INSTRUCTIONAL,4410 NAVIGATION,Y,1090
1091,1091,7237,101856,DRAW ACADEMY,101856101,DRAW ACADEMY,3920 STONEY BROOK DR,HOUSTON,77063,HOUSTON,77063,HARRIS COUNTY,4,PK KG 01 02 03 04 05 06 07 08,1,1,CHARTER/ALTERNATIVE INSTRUCTIO,3920 STONEY BROOK DR,Y,1091
1092,1092,7238,101907,CYPRESS-FAIRBANKS ISD,101907142,DURYEA ELEMENTARY,20150 ARBOR CREEK,KATY,77449,KATY,77449,HARRIS COUNTY,4,PK KG 01 02 03 04 05,1,0,REGULAR INSTRUCTIONAL,20150 ARBOR CREEK,Y,1092
1093,1093,7239,101907,CYPRESS-FAIRBANKS ISD,101907143,KEITH ELEMENTARY,20550 FAIRFIELD GREEN,CYPRESS,77429,CYPRESS,77429,HARRIS COUNTY,4,EE KG 01 02 03 04 05,1,1,REGULAR INSTRUCTIONAL,20550 FAIRFIELD GREEN,Y,1093
1094,1094,7240,101912,HOUSTON ISD,101912324,NEWCOMER CHARTER SCH,6400 SW FREEWAY STE A,HOUSTON,77074,HOUSTON,77074,HARRIS COUNTY,4,11 12,4,0,ALTERNATIVE INSTRUCTIONAL,6400 SW FREEWAY STE A,Y,1094
1095,1095,7241,101912,HOUSTON ISD,101912350,ENERGIZED FOR EXCELLENCE EARLY CHILDHOOD A,6201 BISSONNET,HOUSTON,77081,HOUSTON,77081,HARRIS COUNTY,4,PK KG,1,0,REGULAR INSTRUCTIONAL,6201 BISSONNET,Y,1095
1096,1096,7242,101912,HOUSTON ISD,101912355,MARTIN LUTHER KING JR EARLY CHILDHOOD CTR,3930 W FUQUA,HOUSTON,77045,HOUSTON,77045,HARRIS COUNTY,4,PK,1,1,REGULAR INSTRUCTIONAL,3930 W FUQUA,Y,1096
1097,1097,7243,101912,HOUSTON ISD,101912357,NINFA R LAURENZO EARLY CHILDHOOD CTR,205 N DELMAR,HOUSTON,77011,HOUSTON,77011,HARRIS COUNTY,4,EE PK,1,1,REGULAR INSTRUCTIONAL,205 N DELMAR,Y,1097
1098,1098,7244,101913,HUMBLE ISD,101913120,SUMMERWOOD EL,13830 W LAKE HOUSTON PKWY,HUMBLE,77044,HUMBLE,77044,HARRIS COUNTY,4,EE PK KG 01 02 03 04 05,1,0,REGULAR INSTRUCTIONAL,13830 W LAKE HOUSTON PKWY,Y,1098
1099,1099,7245,101914,KATY ISD,101914009,MORTON RANCH HIGH SCHOOL,21000 FRANZ RD,KATY,77449,KATY,77449,HARRIS COUNTY,4,09 10 11 12,4,0,REGULAR INSTRUCTIONAL,21000 FRANZ RD,Y,1099
1100,1100,7246,101914,KATY ISD,101914050,BECKENDORFF JUNIOR HIGH,8200 FRY RD,KATY,77494,KATY,77494,HARRIS COUNTY,4,06 07 08,2,1,REGULAR INSTRUCTIONAL,8200 FRY RD,Y,1100
1101,1101,7247,101914,KATY ISD,101914123,ROBERTA WRIGHT RYLANDER EL,24831 WESTHEIMER PKWY,KATY,77494,KATY,77494,HARRIS COUNTY,4,EE PK KG 01 02 03 04 05,1,0,REGULAR INSTRUCTIONAL,24831 WESTHEIMER PKWY,Y,1101
1102,1102,7248,101914,KATY ISD,101914124,JOELLA EXLEY EL,21800 WESTHEIMER PKWY,KATY,77494,KATY,77494,HARRIS COUNTY,4,EE PK KG 01 02 03 04 05,1,1,REGULAR INSTRUCTIONAL,21800 WESTHEIMER PKWY,Y,1102
1103,1103,7249,101914,KATY ISD,101914125,JACK & SHARON RHOADS EL,19711 CLAY RD,KATY,77449,KATY,77449,HARRIS COUNTY,4,EE PK KG 01 02 03 04 05,1,0,REGULAR INSTRUCTIONAL,19711 CLAY RD,Y,1103
1104,1104,7250,101914,KATY ISD,101914126,FRANZ EL,2751 N WESTGREEN BLVD,KATY,77449,KATY,77449,HARRIS COUNTY,4,EE PK KG 01 02 03 04 05,1,0,REGULAR INSTRUCTIONAL,2751 N WESTGREEN BLVD,Y,1104
1105,1105,7251,101915,KLEIN ISD,101915121,KREINHOP ELEMENTARY,21010 ELLA BLVD,SPRING,77388,SPRING,77388,HARRIS COUNTY,4,EE PK KG 01 02 03 04 05,1,0,REGULAR INSTRUCTIONAL,21010 ELLA BLVD,Y,1105
1106,1106,7252,101915,KLEIN ISD,101915122,MCDOUGLE ELEMENTARY,10410 KANSACK LN,HOUSTON,77086,HOUSTON,77086,HARRIS COUNTY,4,EE PK KG 01 02 03 04 05,1,0,REGULAR INSTRUCTIONAL,10410 KANSACK LN,Y,1106
1107,1107,7253,101917,PASADENA ISD,101917135,MORRIS FIFTH GRADE CENTER,10415 FUQUA,HOUSTON,77089,HOUSTON,77089,HARRIS COUNTY,4,5,1,0,REGULAR INSTRUCTIONAL,10415 FUQUA,Y,1107
1108,1108,7254,101924,SHELDON ISD,101924012,KASE ACADEMY,8540 C E KING PKWY,HOUSTON,77044,HOUSTON,77044,HARRIS COUNTY,4,09 10 11 12,4,0,ALTERNATIVE INSTRUCTIONAL,8540 C E KING PKWY,Y,1108
1109,1109,7255,101924,SHELDON ISD,101924108,SHELDON ELEMENTARY,17203 HALL SHEPPARD,HOUSTON,77049,HOUSTON,77049,HARRIS COUNTY,4,KG 01 02 03 04 05,1,1,REGULAR INSTRUCTIONAL,17203 HALL SHEPPARD,Y,1109
1110,1110,7280,170902,CONROE ISD,170902073,CRYAR INTERMEDIATE,2375 MONTGOMERY PARK BLVD,CONROE,77304,CONROE,77304,MONTGOMERY COUNTY,6,05 06,2,1,REGULAR INSTRUCTIONAL,2375 MONTGOMERY PARK BLVD,Y,1110
1111,1111,7281,170902,CONROE ISD,170902124,REAVES EL,1717 LOOP 336 W,CONROE,77304,CONROE,77304,MONTGOMERY COUNTY,6,EE PK KG 01 02 03 04,1,1,REGULAR INSTRUCTIONAL,1717 LOOP 336 W,Y,1111
1112,1112,7351,84910,CLEAR CREEK ISD,84910049,WESTBROOK INTERMEDIATE,P O BOX 799,LEAGUE CITY,77574,FRIENDSWOOD,77546,GALVESTON COUNTY,4,06 07 08,2,0,REGULAR INSTRUCTIONAL,P O BOX 799,Y,1112
1113,1113,7352,84910,CLEAR CREEK ISD,84910127,DARWIN L GILMORE ELEMENTARY,P O BOX 799,LEAGUE CITY,77574,LEAGUE CITY,77573,GALVESTON COUNTY,4,KG 01 02 03 04 05,1,0,REGULAR INSTRUCTIONAL,P O BOX 799,Y,1113
1114,1114,7355,101813,KIPP INC CHARTER,101813041,KIPP 3D ACADEMY,4610 E CROSSTIMBERS,HOUSTON,77016,HOUSTON,77016,HARRIS COUNTY,4,06 07 08,2,0,CHARTER/REGULAR INSTRUCTIONAL,4610 E CROSSTIMBERS,Y,1114
1115,1115,7357,101838,SOUTHWEST SCHOOL,101838041,SOUTHWEST MIDDLE SCH,3333 BERING DR STE 200,HOUSTON,77057,HOUSTON,77074,HARRIS COUNTY,4,06 07 08,2,0,CHARTER/ALTERNATIVE INSTRUCTIO,3333 BERING DR STE 200,Y,1115
1116,1116,7358,101838,SOUTHWEST SCHOOL,101838102,SOUTHWEST ELEMENTARY,3333 BERING DR,HOUSTON,77057,HOUSTON,77074,HARRIS COUNTY,4,PK KG 01 02 03,1,0,CHARTER/ALTERNATIVE INSTRUCTIO,3333 BERING DR,Y,1116
1117,1117,7377,71806,HARMONY SCIENCE ACAD (EL PASO),71806001,HARMONY SCIENCE ACAD (EL PASO),5435 BRAESWOOD BLVD,HOUSTON,77096,HOUSTON,77096,EL PASO COUNTY,19,KG 01 02 03 04 05 06 07 08 09 10 11 12,5,0,CHARTER/REGULAR INSTRUCTIONAL,5435 BRAESWOOD BLVD,Y,1117
1118,1118,7382,79907,FORT BEND ISD,79907013,WILLIAM B TRAVIS HIGH SCHOOL,16431 LEXINGTON BLVD,SUGAR LAND,77479,SUGAR LAND,77469,FORT BEND COUNTY,4,09 10 11 12,4,0,REGULAR INSTRUCTIONAL,16431 LEXINGTON BLVD,Y,1118
1119,1119,7383,79907,FORT BEND ISD,79907052,BILLY BAINES MIDDLE SCHOOL,16431 LEXINGTON BLVD,SUGAR LAND,77479,MISSOURI CITY,77459,FORT BEND COUNTY,4,06 07 08,2,0,REGULAR INSTRUCTIONAL,16431 LEXINGTON BLVD,Y,1119
1120,1120,7384,79907,FORT BEND ISD,79907145,OAKLAND ELEMENTARY,16431 LEXINGTON BLVD,SUGAR LAND,77479,SUGAR LAND,77469,FORT BEND COUNTY,4,EE PK KG 01 02 03 04 05,1,0,REGULAR INSTRUCTIONAL,16431 LEXINGTON BLVD,Y,1120
1121,1121,7385,84910,CLEAR CREEK ISD,84910126,G W ROBINSON EL,P O BOX 799,LEAGUE CITY,77574,SEABROOK,77586,GALVESTON COUNTY,4,KG 01 02 03 04 05,1,0,REGULAR INSTRUCTIONAL,P O BOX 799,Y,1121
1122,1122,7388,101813,KIPP INC CHARTER,101813105,KIPP SW LOWER SCHOOL SHINE,10711 KIPP WAY,HOUSTON,77099,HOUSTON,77099,HARRIS COUNTY,4,PK KG 01 02 03 04 05,1,0,CHARTER/REGULAR INSTRUCTIONAL,10711 KIPP WAY,Y,1122
1123,1123,7389,101813,KIPP INC CHARTER,101813106,KIPP NE LOWER SCHOOL DREAM,4610 CROSSTIMBERS,HOUSTON,77016,HOUSTON,77016,HARRIS COUNTY,4,PK KG 01 02 03 04 05,1,0,CHARTER/REGULAR INSTRUCTIONAL,4610 CROSSTIMBERS,Y,1123
1124,1124,7390,101845,YES PREPARATORY PUBLIC SCHOOLS,101845003,YES PREP - EAST END CAMPUS,3401 HARDY RD,HOUSTON,77009,HOUSTON,77009,HARRIS COUNTY,4,06 07 08 09 10 11 12,5,0,CHARTER/REGULAR INSTRUCTIONAL,3401 HARDY RD,Y,1124
1125,1125,7391,101858,HARMONY SCHOOL OF EXCELLENCE,101858001,HARMONY SCHOOL OF EXCELLENCE,5435 S BRAESWOOD BLVD,HOUSTON,77096,HOUSTON,77096,HARRIS COUNTY,4,KG 01 02 03 04 05 06 07 08 09 10 11 12,5,0,CHARTER/REGULAR INSTRUCTIONAL,5435 S BRAESWOOD BLVD,Y,1125
1126,1126,7392,101859,STEPPING STONES CHARTER EL,101859101,STEPPING STONES CHARTER EL,11250 S WILCREST,HOUSTON,77099,HOUSTON,77099,HARRIS COUNTY,4,KG 01 02 03 04 05 06,1,0,CHARTER/REGULAR INSTRUCTIONAL,11250 S WILCREST,Y,1126
1127,1127,7393,101860,KIPP SOUTHEAST HOUSTON,101860001,KIPP LIBERATION,10711 KIPP WAY,HOUSTON,77099,HOUSTON,77047,HARRIS COUNTY,4,PK KG 01 02 03 04 05 06 07 08 09 10 11 12,5,0,CHARTER/REGULAR INSTRUCTIONAL,10711 KIPP WAY,Y,1127
1128,1128,7394,101860,KIPP SOUTHEAST HOUSTON,101860002,KIPP SPIRIT,10711 KIPP WAY,HOUSTON,77099,HOUSTON,77054,HARRIS COUNTY,4,PK KG 01 02 03 04 05 06 07 08 09 10 11 12,5,0,CHARTER/REGULAR INSTRUCTIONAL,10711 KIPP WAY,Y,1128
1129,1129,7395,101907,CYPRESS-FAIRBANKS ISD,101907011,CYPRESS WOODS H S,16825 SPRING CYPRESS RD,CYPRESS,77429,CYPRESS,77429,HARRIS COUNTY,4,09 10,4,0,REGULAR INSTRUCTIONAL,16825 SPRING CYPRESS RD,Y,1129
1130,1130,7396,101907,CYPRESS-FAIRBANKS ISD,101907146,ANDRE EL,8111 FRY RD,CYPRESS,77433,CYPRESS,77433,HARRIS COUNTY,4,PK KG 01 02 03 04 05,1,0,REGULAR INSTRUCTIONAL,8111 FRY RD,Y,1130
1131,1131,7397,101907,CYPRESS-FAIRBANKS ISD,101907147,POSTMA EL,18425 WEST RD,CYPRESS,77433,CYPRESS,77433,HARRIS COUNTY,4,KG 01 02 03 04 05,1,0,REGULAR INSTRUCTIONAL,18425 WEST RD,Y,1131
1132,1132,7398,101907,CYPRESS-FAIRBANKS ISD,101907148,BLACK ELEMENTARY,14155 GRANT RD,CYPRESS,77429,CYPRESS,77429,HARRIS COUNTY,4,PK KG 01 02 03 04 05,1,0,REGULAR INSTRUCTIONAL,14155 GRANT RD,Y,1132
1133,1133,7399,101912,HOUSTON ISD,101912328,TSU CHARTER LAB SCH,3805 BURKETT ST,HOUSTON,77004,HOUSTON,77004,HARRIS COUNTY,4,PK KG 01 02 03 04 05,1,0,REGULAR INSTRUCTIONAL,3805 BURKETT ST,Y,1133
1134,1134,7400,101912,HOUSTON ISD,101912345,EAST EARLY COLLEGE H S,2524 GARLAND,HOUSTON,77087,HOUSTON,77087,HARRIS COUNTY,4,09 10 11 12,4,1,REGULAR INSTRUCTIONAL,2524 GARLAND,Y,1134
1135,1135,7401,101912,HOUSTON ISD,101912348,INTERNATIONAL H S,1515 WINDBERN AVE,HOUSTON,77004,HOUSTON,77027,HARRIS COUNTY,4,09 10 11 12,4,0,REGULAR INSTRUCTIONAL,1515 WINDBERN AVE,Y,1135
1136,1136,7402,101912,HOUSTON ISD,101912358,FELIX COOK JR ELEMENTARY,7115 LOCKWOOD,HOUSTON,77016,HOUSTON,77016,HARRIS COUNTY,4,PK KG 01 02 03 04 05,1,0,REGULAR INSTRUCTIONAL,7115 LOCKWOOD,Y,1136
1137,1137,7403,101913,HUMBLE ISD,101913008,ATASCOCITA H S,P O BOX 2000,HUMBLE,77346,HUMBLE,77346,HARRIS COUNTY,4,09 10 11,4,0,REGULAR INSTRUCTIONAL,P O BOX 2000,Y,1137
1138,1138,7404,101913,HUMBLE ISD,101913121,EAGLE SPRINGS ELEMENTARY,P O BOX 2000,HUMBLE,77346,HUMBLE,77346,HARRIS COUNTY,4,PK KG 01 02 03 04 05,1,0,REGULAR INSTRUCTIONAL,P O BOX 2000,Y,1138
1139,1139,7405,101913,HUMBLE ISD,101913122,PARK LAKES ELEMENTARY,P O BOX 2000,HUMBLE,77347,HUMBLE,77396,HARRIS COUNTY,4,EE PK KG 01 02 03 04 05,1,0,REGULAR INSTRUCTIONAL,P O BOX 2000,Y,1139
1140,1140,7406,101914,KATY ISD,101914127,GRIFFIN ELEMENTARY,7800 S FRY RD,KATY,77494,KATY,77494,HARRIS COUNTY,4,EE KG 01 02 03 04 05,1,0,REGULAR INSTRUCTIONAL,7800 S FRY RD,Y,1140
1141,1141,7407,101915,KLEIN ISD,101915036,VISTAS H S,12550 BAMMEL N HOUSTON,HOUSTON,77066,HOUSTON,77066,HARRIS COUNTY,4,09 10 11 12,4,0,ALTERNATIVE INSTRUCTIONAL,12550 BAMMEL N HOUSTON,Y,1141
1142,1142,7408,101915,KLEIN ISD,101915124,BENIGNUS EL,7225 ALVIN A KLEIN DR,KLEIN,77379,KLEIN,77379,HARRIS COUNTY,4,EE PK KG 01 02 03 04 05,1,0,REGULAR INSTRUCTIONAL,7225 ALVIN A KLEIN DR,Y,1142
1143,1143,7409,101917,PASADENA ISD,101917137,LAURA WELCH BUSH ELEMENTARY,9100 BLACKHAWK,HOUSTON,77075,HOUSTON,77075,HARRIS COUNTY,4,KG 01 02 03 04,1,0,REGULAR INSTRUCTIONAL,9100 BLACKHAWK,Y,1143
1144,1144,7410,101917,PASADENA ISD,101917142,RICK SCHNEIDER MIDDLE SCHOOL,8420 EASTHAVEN,HOUSTON,77075,HOUSTON,77075,HARRIS COUNTY,4,05 06,2,0,REGULAR INSTRUCTIONAL,8420 EASTHAVEN,Y,1144
1145,1145,7411,101919,SPRING ISD,101919018,CARL WUNSCHE SR H S,900 WUNSCHE LOOP,SPRING,77373,SPRING,77373,HARRIS COUNTY,4,10 11 12,4,1,REGULAR INSTRUCTIONAL,900 WUNSCHE LOOP,Y,1145
1146,1146,7412,101919,SPRING ISD,101919048,RICKY C BAILEY M S,16717 ELLA BLVD,HOUSTON,77090,HOUSTON,77373,HARRIS COUNTY,4,06 07 08,2,0,REGULAR INSTRUCTIONAL,16717 ELLA BLVD,Y,1146
1147,1147,7413,101919,SPRING ISD,101919121,GINGER MCNABB ELEMENTARY,16717 ELLA BLVD,HOUSTON,77090,HOUSTON,77373,HARRIS COUNTY,4,EE PK KG 01 02 03 04 05,1,0,REGULAR INSTRUCTIONAL,16717 ELLA BLVD,Y,1147
1148,1148,7414,101919,SPRING ISD,101919123,DONNA LEWIS ELEMENTARY,16717 ELLA BLVD,HOUSTON,77090,HOUSTON,77067,HARRIS COUNTY,4,EE PK KG 01 02 03 04 05,1,0,REGULAR INSTRUCTIONAL,16717 ELLA BLVD,Y,1148
1149,1149,7477,170906,MAGNOLIA ISD,170906002,MAGNOLIA WEST H S,PO BOX 426,MAGNOLIA,77353,MAGNOLIA,77355,MONTGOMERY COUNTY,6,9,4,0,REGULAR INSTRUCTIONAL,PO BOX 426,Y,1149
1150,1150,7478,170908,NEW CANEY ISD,170908109,VALLEY RANCH ELEMENTARY,21700 VLY RANCH CROSSING,PORTER,77365,PORTER,77365,MONTGOMERY COUNTY,6,EE PK KG 01 02 03 04 05,1,0,REGULAR INSTRUCTIONAL,21700 VLY RANCH CROSSING,Y,1150
1151,1151,7479,170908,NEW CANEY ISD,170908111,BENS BRANCH EL,24160 BRIAR BERRY LN,PORTER,77365,PORTER,77365,MONTGOMERY COUNTY,6,PK KG 01 02 03 04 05,1,1,REGULAR INSTRUCTIONAL,24160 BRIAR BERRY LN,Y,1151
1152,1152,7603,20908,PEARLAND ISD,20908110,SILVERCREST EL,P O BOX 7,PEARLAND,77588,PEARLAND,77584,BRAZORIA COUNTY,4,EE-4,1,1,REGULAR INSTRUCTIONAL,P O BOX 7,Y,1152
1153,1153,7639,84910,CLEAR CREEK ISD,84910124,FALCON PASS EL,2465 FALCON PASS DR,HOUSTON,77062,HOUSTON,77062,GALVESTON COUNTY,4,PK-5,1,0,REGULAR INSTRUCTIONAL,2465 FALCON PASS DR,Y,1153
1154,1154,7640,84910,CLEAR CREEK ISD,84910125,ARLYNE & ALAN WEBER ELEMENTARY,P O BOX 799,LEAGUE CITY,77574,HOUSTON,77089,GALVESTON COUNTY,4,EE-5,1,0,REGULAR INSTRUCTIONAL,P O BOX 799,Y,1154
